,Data,Sentiment
10265, অসাধারণ নাটক,1
10266, অসাধারণ গল্প লেখার জন্য আপনাকে ধন্যবাদ জানাই এন্ড সালাম ভাই আপনি কেমন আছেন,1
10267, খুব সু্ন্দর।,1
10268, জয়েন ফেমেলী সুন্দর সমাধান চাই,1
10269, ভালবাসার প্রিয় সব মুখ একসাথে তারা আজিবন তারা একসাথে জেন থাকে৷৷৷৷৷৷  সেই ছোট থেকে তাদের নাটক উপভোগ করসি৷৷৷  love you brindabon das an chonchol Chowdhury,1
10270, সত্যি নাটক টা অনেক সুন্দ হয়েছে,1
10271, খুব ভালো লাগছে,1
10272," বৃন্দাবন দাশ ভালো করেই জানে দর্শকের চোখের পানি কাকে দিয়ে বের করতে হবে, আর তাই তো শাহনাজ খুশি কে এইরকম এক টা চরিত্র দিয়েছে।।অসাধারণ এক টা নাটক হয়েছে।।",1
10273, প্রবাস থেকে দেখলাম।অসাধারণ নাটকটি।বৃন্দাবন দাস ও শাহনাজ খুশী ওদের দুই ছেলেও বেশ ভালো অভিনয় করছে।,1
10274, শাহনাজ আপুর মতই গুণী অভিনেতা হবে তার দুই ছেলে।আমি শাহনাজ আপুর সব নাটক দেখি।উনার পুরো জিবন কাহিনী জানি।উনার মত মানুষ খুব কম আছে,1
10275, বৃন্দাবন দার রচনা সবসময়ই সেরা। শাহনাজ খুশির অভিনয় অনবদ্য। নাটকে ব্যবহৃত আঞ্চলিক ভাষা কি সিরাজগঞ্জের। জানতে চাই,1
10276," অসাধারন ,,,,,,বৃন্দাবন দাস Sir এর নাটক মানেই অসাধারন,,,আর শাহানাজ  খুশি আপু, বর্তমানের সবচাইতে ভাল অভিনেত্রী, এটা বলার অপেক্ষা রাখে না,,,",1
10277, বলার কিছু নাই।  আমার তো ভাই নাই তাই অনেক কিছু বুঝিনা। কিন্তু আমার আব্বুও আমাকে অনেক ভালবাসে। এখন বুঝি যখন মেয়ের চাহিদাগুলো পূরনে ব্যসত থাকি। তখন ভাবি আমার আব্বুও আমার জন্য এর চেয়েও বেশি করছে।,1
10278, খুশি আপার অভিনয় দেখে সত্যিই চোখে জল এসেগেলো!  অসংখ ধন্যবাদ জানাই পরিচালক কে,1
10279, ব্যস্ততার সাথে অনেকটা মিল রয়েছে। সত্যিই খুব অসাধারণ। চোখে পানি চলে আসছে,1
10280, অসাধারণ!দারুন লাগলো,1
10281, বাস্তব জীবনের সাথে অনেকটাই মিল আছে.. খুব সুন্দর লাগলো নাটকটা দেখে চোখে পানি চলে এসেছে,1
10282, অসাধারণ  নাটক। চোখে পানি চলে আসল।,1
10283, অসাধারণ নাটক,1
10284," একই নাটকে স্বামী, স্ত্রী আর তাদের সন্তানেরা বা আসাধারন, ধন্যবাদ দাস বাবুকে এই রকমের নাটক উপহার দেয়ার জন্য",1
10285, ভালো লাগছে,1
10286, দারুন লাগলো নাটকটি চোখ দিয়ে জল চলে এলো সত্যি সেরা পরিবেশন সত্যি সেরা নাটক।।। ফুলের মতন অভিনয় সত্যি খুব কম দেখতে মেলে।।।। সত্যি খুব সুন্দর ভাবে ফুটিয়ে তুলেছে।।।।,1
10287, বহুত সুন্দৰ লাগছে ।,1
10288, অসাধারণ।।  আরো এমন নাটক চাই।।,1
10289," চোখের পানি ধরে রাখতে পারলাম না, সত্যিই অসাধারণ",1
10290, খুশি আপুর অভিনয় দেখে কান্না ধরে রাখতে পারিনি। অসাধারণ একটা নাটক,1
10291, এত সুন্দর নাটক তৈরি করার জন্যে অনেক  অনেক ধন্যবাদ,1
10292, খুব ভাল একটা নাটক ভাল লাগল।,1
10293, আজ থেকে  -  আগে  এরকম পরিবার বাস্তবে ছিল ।  শাহানাজ খুশি অসম্ভব  ভালো অভিনয়  করেছেন।,1
10294, অসাধারন শাহনাজ খুশী,1
10295, বাস্তবমুখি একটি নাটকশাহানাজ খুশি বৃন্দবন দাস সাথে বস চঞ্চল চৌধুরূঅসাধারন হয়েছে,1
10296, বৃন্দাবন দাস এর নাটক অসাধারণ...,1
10297, অসাধারণ লাগছে,1
10298, অনেক ভালো হয়েছে।,1
10299," শাহনাজ খুশি অভিনয় অসাধারণ শত্যি চোখে পানি এসে গেলো, এই ঈদের সবচেয়ে সুন্দর নাটক",1
10300, মারহাবা মাশাল্লাহ। খুশি মানে ই অসাধারণ অভিনেত্রী অনেক অনেক ধন্যবাদ।,1
10301, এক কথাই অসাধারণ,1
10302," সত্তি সেরা মহিলা নাট্যকার সানাজ আপু।।।।বেঁচে থাকুন,,,,যার অভিনয় দেখে চোখ দিয়া পানি আজোরে পড়ে সেই তো অভিনেত্রী।।।।",1
10303, সুন্দর সুপার ‌,1
10304," বাংলার মা বোনেরা নাটকটি দেখে কিছু শিখেন,সংসার জীবনে কাজে দিবে সত্যি অসাধারণ একটি নাটক",1
10305," আমার দেখা সেরা নাটক,,,,,",1
10306, খুশি অাপার অভিনয় অসাধারণ৷গ্রামে এমন অবহেলায় পরে থাকা মেয়েগুলোর সাথে মিলেমিশে একাকার তিনি....,1
10307, অনেক ভালো লাগলো। আল্লাহর কাছে প্রার্থনা করি আমি যেন নাটক এর স্বার্থপর চরিত্রের  মতো না হয়।,1
10308, ফুলি অসাধারণ চরিত্র,1
10309, সত্যি অসাধারন,1
10310, জীবন্ত অভিনেয়র আরেক নাম শাহনাজ খুশি! সত্যিই আমরা খুশি!,1
10311, কিচ্ছু বলব না- শুধু বলব জয়েন ফ্যামিলি ২ চাই।শাহনাজ খুশি,1
10312," ভাই জিবনে চলার জন্য সবচাইতে বড় একটা জ্ঞান পাইলাম অনেক ধন্যবাদ লেখক, পরিচালক, অভিনয় শিল্পীদের সবাই সুন্দর অভিনয় করেছেন সটিক পরিবেশ ও সমাজ এর মুল কাহিনি তুলেদরেছেন",1
10313, ভাইদের একটু রিয়েকশান দরকার ছিল একটু প্রতিভাদ করাও দরকার ছিল তাহলে সমাজের বউকানা ভাই ও বউদের শিক্ষা হত,1
10314, আমাদের দেশের ছবি গুলো থেকে নাটক গুলো হাজার গুন ভালো লাগে এগিয়ে যান আর আমাদের আরো সুন্দর নাটক উপার দেন ধন্যবাদ ভাই,1
10315, অসাধারণ । খুব ভালো লাগলো।,1
10316, শাহনাজ খুশির অভিনয় এতো ভালো লাগে কি বলবো। অনেক ভালো লাগে। আর নাটকের সবাই আমার অনেক পছন্দের। আমি এদের নাটক মিস করি না। এমন নাটক আরও অনেক চাইবিশেষ করে গ্রামের নাটক বেশি ভালো লাগে। অনেক ভালো লাগলো,1
10317," জিবনের সেরা নাটকটা দেখলাম, শেষ পরিনতিটা কিছুটা অনুমান করতে পেরেছি নাটকটা দেখে,",1
10318, অসাধারণ,1
10319, সত্যিই অসাধারণ,1
10320, অসাধারণ নাটক চোখের জল এসে গেল,1
10321, খুব সুন্দর নাটক দেখে চখে পানি এসেগেল,1
10322, বৃন্দাবন দাসের নাটক মানে কিছু শিখে নেওয়া।।।।।।। অনেক ভাল লাগল।।।।।।,1
10323, একটি অসাধারণ  নাটক,1
10324," দারুন একটা নাটক আসলে ভাই গুলো কেনো এমন হয়,",1
10325," দারুণ,হয়েছে",1
10326, ছেলে দুইটা দারুন অভিনয়,1
10327, অনেক সুন্দর নাটক,1
10328, অনেক সুন্দর নাটক,1
10329, বৃন্দাবন দাস আর সালাউদ্দিন লাভলু বাংলাদেশে নাট্য জগতের দুই মহারথী!,1
10330, ভাই নাটক  টা অনেক ভাল হয়ছে ।,1
10331, অসাধারণ এক কথায়,1
10332," বাস্তবধর্মী একটা নাটক,,,যারা দেখবে তাদের চোখের কোণে এক ফোটা পানি আসতেই হবে। সমাজ কে বদলানোর জন্য এমন নাটক দরকার,শুধু নাটক এ কাজ হবে না।বদলাতে হবে আমাদের নিজের মানসিকতা কে, তা হলে গড়ে উঠবে সূখী, সুন্দর পরিবার,সমাজ।",1
10333, সত্যি অনেক সুন্দর একটা নাটক,1
10334," .........ভাই পরিবেশটা সুন্দরনা,কোন হৈ চৈ আছে........অজান্তেই  চোখের কোনে পানি",1
10335, অনেক অনেক অনেক সুন্দর হয়েছে,1
10336, সত্যি পৃথিবীর শ্রেষ্ঠ  নাটক এটা মনের অজান্তেই কখন যেন দু চোখের কোনা দিয়ে অঝোর-ধারায় জল  জরে গেলো বোজতে পারিনি এই নাটকের সাথে যারা যারা জড়িত তাদের সবাইকে ধন্যবাদ,1
10337, কখন যে কেঁদে ফেলেছি বুঝতে পারিনি। এক কথায় অসাধারন,1
10338, অসাধারন নাটক চোখে পানি আসল আমার জয়েন পেমিলী,1
10339, অসাধারণ একটা নাটক। দেখতে গিয়ে ইমোশনাল হয়ে গিয়েছিলাম।,1
10340," অসংখ্য ধন্যবাদ পরিচালক কে, এবং প্লেয়ার বিন্দু কে, বর্তমান সমাজের সাথে মিলে গেছে নাটক টি..তাই করো পরিবারে শান্তি নেই....??",1
10341, সেরা নাটক,1
10342," নাটকটা অসাধারন, চোখ থেকে কখন পানি চলে আসছে বুঝতে পারনি",1
10343, বাল হনা বায়ের বউঘো জোতাদিসা পেটালে ঠিক হত,1
10344, মনের অজান্তেই চুখে পানি চলে এসেছে। অনেক অনেক ভালো হইছে,1
10345," স্বল্প পরিসরে এমন আবেগস্পর্শী নাটক একমাত্র বাংলাভাষায় সম্ভব, আর যখন নাট্যকার হিসেবে বৃন্দাবনবাবু তখন গল্প অসাধারণ হবেই । খুশী ম্যাডাম এর অভিনয়ের বিচার আমার মত সাধারণের সম্ভব নয় । কলকাতা থেকে সকলকে ঈদের শুভেচ্ছা ।",1
10346, গ্রামগঞ্জে এখনো অনেক ফ্যামিলি আছে এরকম ঘটনা ঘটে আমি আশা করি তাদেরকে এই নাটকটা দেখার জন্য অসাধারণ একটা নাটক,1
10347, সাম্য দিব্য গুড,1
10348, বিউটিফুল নাটক... চঞ্চলের নাটক মানে অসাধারণ,1
10349, নাটক টা অনেক ভাল লাগছে আর চোখে পানি চলে আসলো অসাধারণ হয়েছে নাটকটা।।,1
10350, নাটক দেখিনি দেখেছি অভিনয় অসাধারণ,1
10351, এক কথায় অসাধারণ। কেনো জানি চোখে পানি চলে আসলো।,1
10352, সত্যি অসাধারণ নাটক চোখের পানি আটকাতে পারলাম না,1
10353," এই রকম বউ  বার তালাক দিয়ে দিতাম বইনের জন্য, এই রকম আচোদা ভাই থাকা থেকে না থাকা ভালো",1
10354," অনেক সুন্দর একটা নাটক,,,,,সার্ভিস হোল্ডালের পরে এটার অবস্থান",1
10355, কি করলে খুশি আপা আমারোতো  কষ্টে বুক ফেটে কান্না  পাচ্ছে,1
10356, ফিনিশিং অসাধারণ লাগলো!,1
10357," শাহনাজ খুশি এই মানুষ টির মতো মানুষ হয়না কি সুন্দর যে তার অভিনয়, তার প্রতিটি কথায় এতো মায়া তাকে দেখলে মনেহয় নিজের আপন কাউকে দেখছি, এর বাস্তব ব্যাবহার ও এতো ভালো (ইন্টারভিউ তে দেখেছি)ভিষণ ভালো একজন মানুষ, অনেক অনেক ভালোবাসা এই মানুষটির জন্য",1
10358, আমার খুবই প্রিয় মানুষ  খুশি  আপা।সত্যিই  স্যালুট  জানাই আপনাকে,1
10359, খুব সুন্দর নাটক,1
10360, ধন্যবাদ  শাহানাজ খুশিকে অসধারন অভিনয়  করার জন্য,1
10361, বৃন্দাবন শাহানাজ খুশি জুটির বাস্তব ধর্মী অভিনয় অসাধারণ লাগে।,1
10362," Wow অসাধারন,,,,",1
10363," অসাধারণ, গ্রাম বাংলার নাটক",1
10364, অসাধারণ লাগছে নাটক টা,1
10365, বাস্তবমুখী নাটক,1
10366," শাহানাজ খুশি, বিনদাবন দাস, এদের অভিনয় এত সুন্দর সেটা বলে বোঝানো যাই না। বিনদাবন দাসের নাটক গুলা যেমন ভালো তেমনই ভালো বিনদাবন দাসের অভিনয়।",1
10367," বিনদাবন দাসের নাটক গুলা অসাধারন,,,,",1
10368, এই নাটক টা দেখে চোখে পানি চলে আসচ্ছে।এই রকম সুন্দর নাটক আরো চাই।,1
10369," ভাষা খুব সুন্দর ,,আমি india থেকে বলছি West bengal",1
10370," বৃন্দাবন দাস মানেই ভালো কিছু শেখার কিছু,,ধন্যবাদ পুরো টিমকে",1
10371, অসাধারণ হিস্ট্রি চোখের পানি ধরে রাখতে পারলাম না,1
10372," সত্যিই অসাধারণ একটা নাটক ,,,,বাস্তব জীবনের অনেক মিল  আছে এই নাটকে  ,,,,আর বাংলার  যুবকদের  কে  বলি তুমরা বিয়ার  পর বদলে  জাইওনা মা বাবা ভাই বোনের ছাড়া  দুনিয়ার কেউ আপন জন হতে পারে না ,,,,নাটক টা খুব ফাইন  আমার খুব ভালো  লাগছে  ,,,,,,,,,তবে হে বউ হলো মায়ার মানুষ ভালবাসার মানুষ ,,,,,তবে মা বাবার চাইতে বেশি  নয় ,,,,, আর ঘরের বোন তো আর বাবার বাড়ি চির কাল থাকবেনা  একদিন না একদিন তারা স্বামীর বাড়ি জাইতে হবে ,,,,,মেয়েদের ঠিকানা স্বামীর বাড়ি,,,,,,",1
10373, অসাধারণ একটা নাটক ভাই বৌউ পেলে বাড়ির বোন কাজের মেয়ে হয়ে যায় বিন্দাবুন দাস কে অনেক ধন্যবাদ আপনাকে এমনটা যেন আমরা কেউ না করি।,1
10374," নাটক টা খুব ভালো লেগেছে,,, খুব কস্ট লেগেছে দেখে, দোয়া করি এমন ভাবে যেন কোন বোন তার ভাইয়ের বোঝা না হয়,,",1
10375, অসামান্য ।,1
10376, আমার জিবনের সেরা নাটক জয়েন ফেমিলি,1
10377, এক কথায় অসাধারণ হয়েছে.... বাস্তব  জীবনের সাথে মিলে যায়,1
10378," অসাধারণ  নাটক,,,",1
10379, নাটকটা দেখতে দেখতে চোখে পানি চলে এলো আর এই ঈদে এই নাটকটা সবচেয়ে সুন্দর হয়েছে ধন্যবাদ শাহানাজ খুশিকে ধন্যবাদ দীপু হাজরাকে ধন্যবাদ সকল অভিনেতাকে আর ও এমন নাটক দেখতে চায়,1
10380, এক কথাই অসাধ্যরণ,1
10381, একদম জীবন্ত ও বাস্তব সন্মত কাহিনী ৷ সবাইকে ধন্যবাদ ৷,1
10382, অনেক ভালো লাগছে,1
10383, ভালো লাগলো সাহনাজ আপুর ও বৃন্দাবন দাশের  ছেলে ও নাটকে আসলো,1
10384, শাহনাজ খুশি আর বৃন্দাবন দাসের ছেলে দুটাও ভালো অভিনেতা হতে যাচ্ছে তাহলে।,1
10385, হুমায়ুন আহমেদের পর বৃন্দাবন দাস ই একমাত্র নাট্যকার যার প্রতিটি কাজ ই ভাল লাগে-,1
10386, জয়েন ফেমেলি নাটক আমার কাছে সেরা নাটক সালাম তোমাদের এরকম নাটক আমরা আরো চাই,1
10387, বাস্তবে এখন কার ভাই গুলো ঠিক এমন,1
10388, খুশি কথা একটু আস্তে বললে ভাল হয়।,1
10389, খুব ভালো লাগলো নাটক,1
10390, এত সুন্দর  নাটক  চোখের পানি  ধরে  রাখতে পারলাম  না,1
10391, এটাকে নাটক বলবো কিনা জানিনা কারন এটা আমাদের সমাজের বাস্তব চিত্রের প্রতিচ্ছবি। নাটকের প্রত্যেকটা চরিত্র ছিলো পারফেক্ট। ধন্যবাদ অনেক ভালো লাগলো।,1
10392," অসাধারন,,,,,,,বলার ভাষা,,,,নাই।।।।",1
10393, অনেক অনেক ভালো লাগলো,1
10394, বৃন্দাবন দাস এর দুই চেলের অভিনয় দেখে আমি মুগ্ধ।দুর্দান্ত অভিনয় করসে।,1
10395," খুব ভালো লাগলো,",1
10396, চোখের পানি আসার মতো নাটক সচরাচর এখনকার সময়ে দেখা খুবই বিরলতবে বৃন্দাবন দাশের নাটকগুলো খুবই বাস্তবসম্মত তার সাথে মরহুম হুমায়ুন আহমেদের নাটকগুলোও ঠিক একই রখম লাগতো...ভালবাসা অভিরাম বৃন্দাবন দাশ এবং শাহনাজ খুশীকে...সাথে চঞ্চল চৌধুরীকেও....,1
10397, নাটক টা খুব ভালো লাগলো।,1
10398, অসাদারন সুপার,1
10399, অসাধারণ নাটক,1
10400, অসাধারন হয়েছ নাটক টা varie nice,1
10401, অসাধারণ নাটক সত্যিই অসাধারণ,1
10402," সত্যিই অসাধারণ খুব ভাল লাগলো ,নাটক,টি",1
10403, অনেক ভালো লাগল !,1
10404," বৃন্দাবন দাদাকে অনেক ধন্যবাদ এত সুন্দর একটি নাটক আমাদেরকে উপহার দেওয়ার জন্য""",1
10405, এই ঈদের গ্রামের নাটকের মধে সেরা নাটক হচ্ছে এইটাই জয়েন ফ্যেমেলী....... ব্যাচালার ঈদ ..অসাধারণ দুটি নাটক,1
10406, ধন্যবাদ দিপু ভাইকে একটা সুন্দর বাস্তবমুখি নাটক উপহার দেওয়ার জন্য।।।।নাটকটা সত্তিই ভালোলাগলো।,1
10407, সেরা অভিনেতা অবশ্যই চঞ্চল চৌধুরী,1
10408, নাটক টা সত্যিই অসাধারণ হয়েছে,1
10409, বাস্তববাদী নাটক।,1
10410, নাটক টা অবশ্যই ভাল । কিন্তু নাটকের সমাপ্তি টা ঠিক মতো হয়নি ।,1
10411, এরাম নাটক দেখতে ভালই লাগে,1
10412," অসাধারণ লেখা অভিনেতা চরিত্র সবসময় বৃন্দাবন এর নাটক অভিনয় পারিবারিক সামাজিক বর্তমান সমাজের এপিটওপিট পরিস্কারভাবে তুলে ধরা,,,""হ্যাপি ফ্যামিলি নাটক"" দেখিয়েন সবাই,,",1
10413," সত্য কাহিনী তুলে ধরা হইছে ,, গ্রাম বাংলার। অসাধারণ ছিলো সব কিছু",1
10414, আমার দেখা সেরা একটা নাটক।চোখে পানি চলে আসার মতো।,1
10415," অসাধারন,,,,,অসাধারন,,",1
10416, খুব ভালো লাগসেচোখের জল আনসে,1
10417, বিন্দাবন দাস মানেই অসাধারণ কিছু।,1
10418, এই নাটকটা খুবই ভালো লাগছে  আমি বলব অনেক অসাধারণ নাটক,1
10419, খুব ভাল  লাগল,1
10420, খুব ভাল লাগল নাটকটা,1
10421," অসাধারন, পরের পর্ব চাই",1
10422, সুন্দর নাটক।,1
10423, সত্যিই অসাধারন নাটক ।দেখে চোখে পানি এসে পড়ল,1
10424, পারিবারিক অনেক সুন্দর গল্প।এরকম গল্প।দারুণ।,1
10425, অসাধারন নাটক,1
10426, শাহনাজ খুশির কথা শুনতে খুব ভাল লাগল,1
10427, আমার খুব পছন্দের একজন অভিনেত্রী শাহনাজ খুশি।।। খুব ভাল লাগে উনার অভিনয়,1
10428," খুব শক্ত মানুষ আমি সহজে কান্না করিনা,,কিন্তু কি করে যেন করে ফেললাম,,,আমার মনে হচ্ছিল আমার চোখের সামনে সব কিছু হচ্ছে,,,সেই সময়ের একজন মানুষ আমি,,",1
10429," অসাধারণ একটা নাটোক,চোখের পানি আটকাতে পারতেছিলাম না?? খুব খুব সুন্দর লাগছে,, এরকম নাটোক জেনো আবার দেখি???",1
10430, বিয়ে টা দিতে পােরতেন আরো ভালো হতো নাটক,1
10431, গ্রামের  নাটক এমনে ভাল হয়।,1
10432, ঈদের সেরা নাটক আমার দেখা। অনেক ভালো লাগলো নাটকটা। নিজের অজান্তেই চোখে জল চলে এলো।,1
10433, শাহানাজ খুশি অভিনয়ের সেরা,1
10434," শাহনাজ খুশির নাটক অনেক ভাল লাগে,,,দারুন অভিনয় করতে পারে,,।",1
10435, শাহনাজ খুশি খুবই ভাল মানের অভিনেত্রী,1
10436, বাস্তব বড় কঠিন,1
10437, ভালো ছিলো,1
10438, এক কথায় অসাধারণ,1
10439, শাহনাজ খুশি ওনার অভিনয় দেখলে কান্না চলে আসে।,1
10440, খুব সুন্দর,1
10441, অনেক দিন পর ভাল একটা নাটক দেখলাম,1
10442, সাহানাজ সুমি বেষ্ট,1
10443," বাস্তবে তাই হচ্ছে ,খুবই সুন্দর একটি নাটক",1
10444, এ নাটকের তুলনা করলে নিজেই ছোট হও তাই বলব অসাধারণ কারণ এখান থেকে আমাদের শিক্ষা নেয়া বহুৎ কিছু আছে,1
10445, শাহানাজ খুশির ক্যারিয়ারে সেরা অভিনয়,1
10446, এমন ভাই থাকার চেয়ে না থাকা অনেক ভালো। ছিঃ,1
10447," নাটকটা অসাধারন  ,,,,,,,,",1
10448, নাটক টা খুব ভালো লাগলো দারুণ খুব ফাইন,1
10449, খুব ভালো লাগলো,1
10450," চমৎকার সুন্দর নাটক, বাস্তবতা প্রকাশ পায় এইসব নাটকে।",1
10451," নিজের অজান্তেই কখন কেঁদে ফেলেছি বুঝতে পারিনি,শাহানার খুশি অসাধারণ অভিনয় করেছেন",1
10452, অসাধারণ একটি নাটক।,1
10453, অনেক ভালো লাগলো,1
10454, অনেক দিন পর ভালো একটি নাটক দেখলাম,1
10455, বাস্তব যিবনটা দেখা যায়না  🥺    যার সাথে যেমন  ঘটে  সেই যানে তার ব্যাথাটা কি?   অনেক সুন্দর হইছে নাটকটা  আর বৃন্দাবন দাসের তুলনা তো সে নিজেই  আর চঞ্চল চৌধুরী  তো সেই এক পিছ বাংলাদেশের,1
10456, এবার ঈদের সেরা একটি পারিবারিক নাটক,1
10457," বৃন্দাবন দাস আমার গুরু, যারে সব সময় ভালোবাসি",1
10458, অনেক ভালো লাগছে,1
10459," বাস্তবমুখী নাটক,,, অসাধারণ",1
10460, নাটুক অনেক ভালো লাগিলো,1
10461," এক কথায় অসাধারণ। অধিকাংশ লেখক যেখানে দুইজনের প্রেমের কাহিনী নিয়ে নাটক নির্মাণ করছেন, বৃন্দাবন দাস সেখানে একদমই ব্যতিক্রম। এরকম পারিবারিক নাটক খুব বেশি প্রয়োজন।",1
10462, অসাধারণ নাটকআপার অভিনয় সেইরকম  ভালো লাগেভালোবাসি শাহনাজ আপু আপনাকে,1
10463, শাহনাজ খুশির অভিনয় খুব ভালো লাগে!,1
10464, নাটক অনেক ভালো লাগছে অসাধারণ এককথায়  বৃন্দাবন   দাস ও সালাউদ্দিন লাভলু  দুই পরিচালক  দু জননে অনেক ভালো নাটক ডুবাই থেকে,1
10465," খুব ভালো লাগলো নাটকটা চোখের পানি ধরে রাখতে পারলাম না বাবা মা,না,থাকলে ভাই ভাবির,মধ্যে মানুষ হইলে,এই,রকম হয়।",1
10466, শাহনাজ খুশি  আপার মতো গুণী শিল্পী খুব কম ই আছে,1
10467, এবার চঞ্চল চৌধুরী নাটক অনেক কম আসতেছে এরকম ভালো একজন এক্টার আমাদের মাঝ থেকে হারিয়ে যেতেছে,1
10468, অসাধারণ হয়েছে,1
10469, বৃন্দাবম দাসের সব নাটক সুপার,1
10470, অসাধারণ একটি নাটক,1
10471, সত্যি অনেক ভালো হয়েছে ।এই যোগে এই দরনের নাটক খুব কম হয়। আরো অনেক অভিনেতারা আছে যারা অশ্লীলতা চাড়া কিছু বুঝেনা। ধন্যবাদ ভালো কিছু উপহার দেয়ার জন্যে।,1
10472," অসাধারণ নাটক, অসাধারণ অভিনয় সবার। বিশেষ করে শাহনাজ খুশির অভিনয় অনবদ্য।।",1
10473, মনে হয় ভাল হবে নাটক টি,1
10474, অসাধারণ নাটক,1
10475," বুবু তোমাকে ধন্যবাদ, অবহেলিত বোনদের রুপরেখা সমাজে তুলে ধরার জন্য।",1
10476, অসাধারন একটি নাটক,1
10477, বৃন্দাবন মানেই অসাধারণ কিছু।একদম বাস্তব চিত্র ফুটে উঠে তার নাটকে,1
10478, খুশি আপু হাজার বছর বেঁচে থাকুক,1
10479, খুব ভাল একটা নাটক ভাল লাগল।প্রবাস থেকে কে কে দেখছেন লাইক দিন,1
10480," ... শাহনাজ খুশি...এককথায় অসাধারণ অভিনয়  সাথে চঞ্চল চৌধুরী, বৃন্দাবন দাস.... এমন নাটক আরও বেশি বেশি চাই..",1
10481, অসাধারণ একটা নাটক রচয়িতা,1
10482, অসাধারন একটি নাটক অপুর্ব একটি নাটক নাটকটি দেখে চোখের কিনারায় কখন যে জল এসেছে বুঝতে পারিনায়,1
10483, এই বছরের সেরা নাটক।,1
10484, এই ঈদে সেরা নাটুক।দাদা সবাই কে ধন্যবাদ।,1
10485, এই হল আমাদের বাংলা নাটক ধন্যবাদ বৃন্দাবন দাদাকে।আর এই সব নাটক পরিবারের সবাই মিলে একসাথে বসে দেখা যায় ।আর কিছু আছে অপূর্ব নিশো বক্কর চক্কর প্রেম কাহিনী ছাড়া কোন নাটক নেই ।এদের এই নাটকের কারনেই বাংলার মানুষ হিন্দি সিরিয়াল নিয়ে পরে থাকে।ওদের নাটকে ভাই বোনে বাবা মা পরিবারের কোন ক্যারেকটার থাকে না শুধু প্রেম কাহিনী ছাড়া,1
10486, নাটকটি দেখতে দেখতে কখন যে চোখের কোনে পানি চলে এলো। বর্তমান অনেক জয়েন ফ্যামিলিতে এরকম ঘটনা হয়ে থাকে। এরকম সচেতনমূলোক সময়পোযোগী সুন্দর একটা নাটকের জন্য রচয়িতা ও পরিচালক এবং অভিনীত শিল্পীদের অশেষ ধন্যবাদ জ্ঞাপন করছি,1
10487, এক ককথায় অসাধারণ,1
10488, চোখের পানি কখন ঝরে পড়লো টেরই পেলাম না।কি অদ্ভুত রকমের অভিনয়। শাহনাজ খুশি বাস্তবেই অনেক আবেগী তার অভিনয় অতুলনীয় আর ওনার ছেলে দুইটাই বেষ্ট,1
10489, অনেক সুন্দর একটি নাটক দেখে অনেক ভালো লাগলো এবং শাহানাজ খুশি মেমের অভিনয় দেখে অনেক কেঁদেছি,1
10490," বৃন্দাবন দাশের নাটক সত্যিকার অর্থেই বাস্তবমুখী, ওনার লেখা এমন কোন নাটক নেই, যা আমি দেখিনি।",1
10491, ধন্যবাদ বৃন্দাবন দাস এই রকম একটা ভালো নাটক উপহার দেওয়া জন্য,1
10492, শাহনাজ খুশি অসাধারন অভিনয় করছে।আমার কোন বোন নাই তবুও চোখের পানি ধরে রাখতে পারলাম না,1
10493, আসলেই কি বলে ধন্যবাদ দেবো আপনাকে সেই ভাষা হয়তো আমার জানা নেই। তরপরো বলছি দাদা আপনাকে ধন্যবাদ। এমন সুন্দর একটা নাটক উপহার দেওয়ারজন্য। নাটক টার শেষ দিকে চোখের পানি আর ধরে রাখতে পারলাম না।,1
10494, বিদেশ আছি আপনাদের নাটক দেখে ভাল লাগে,1
10495, অনেক অনেক সুন্দর।,1
10496, কে এইসব নাটকে ডিসলাইক দেয় তাদের মুখ খানা দেখতে চাই! খুব সুন্দর লাগছে নাটক টি।,1
10497, অসাধারন একটা নাটক..,1
10498," অসাধারণ,,,,,,চোখে পানি চলে এসেছে",1
10499," খুব ভালো লাগলো।। একটা সময়ের জন্য মনে হয়েছিল আমার ও বোন আছে,,তাই কোম বোনকেই কষ্ট দেয়া উচিত নাহ",1
10500, আবেগাপ্লুত বানায়ে দিলেন,1
10501, অসাধারণ,1
10502," চোখের পানি ধরে রাখতে পারলাম না, ধন্যবাদ দাদা,সার্ভিস হোল্ডারের পর,বৃন্দাবন দাসের এই নাটকটা খুব ভাল হয়ছে,কিন্তুু ভাষাটা কোন জেলার জানাবেন?",1
10503, বাংলাদেশের নাটক সব চাইতে সেরা কারা কারা এক মত আছেন,1
10504, ফাইন লাগছে,1
10505, দারুন খাদক ভাইয়া!এমন আরো নাটক চাই,1
10506, সুপার কমেডিয়ান,1
10507, পুরো ভিডিওটি দেখুন। পাশাপাশি আমার চ্যানেলটি সাবস্ক্রাইব করার বিনীত অনুরোধ জানাচ্ছি।,1
10508, আমার প্রিয় অভিনেতা আখম হাসান,1
10509, আ খ ম হাসান এগিয়ে যান-দর্শকদের অকৃত্রিম ভালবাসায়,1
10510, অনেক সুন্দর হয়েছে যারা আমার বক্ত তারা লাইক করো,1
10511, নিঃসন্দেহে আখম হাসান বাংলাদেশ ওয়ান অফ দা বেস্ট অ্যাক্টর আ খ ম হাসানের নাটক গুলা দেখতে ভালো লাগে কার কার?,1
10512, সবমিলিয়ে অসাধারণ।,1
